Channel,Test number,Voltage,Current,Temperature
1,1779,0.0,-0.68,25.0
1,1780,0.0,-0.68,25.0
1,1781,0.0,-0.64,25.0
1,1782,0.0,-0.8,25.0
1,1783,0.0,-0.72,25.0
1,1784,0.0,-0.64,25.0
1,1785,0.0,-0.72,25.0
2,20,0.0,-0.56,26.0
2,21,0.0,-0.52,26.0
2,22,0.0,-0.68,26.0
2,23,0.0,-0.64,26.0
2,24,0.0,-0.72,26.0
2,25,0.0,-0.6,26.0
2,26,0.0,-0.68,26.0
2,27,0.0,-0.48,26.0
2,28,0.0,-0.6,26.0
2,29,0.0,-0.6,26.0
2,210,0.0,-0.68,26.0
2,211,0.0,-0.6,26.0
2,212,0.0,-0.68,26.0
2,213,0.0,-0.68,26.0
2,214,0.0,-0.68,26.0
2,215,0.0,-0.68,26.0
2,216,0.0,-0.72,26.0
2,217,0.0,-0.6,26.0
2,218,0.0,-0.6,26.0
2,219,0.0,-0.64,26.0
2,220,0.0,-0.72,26.0
2,221,0.0,-0.6,26.0
2,222,0.0,-0.72,26.0
2,223,0.0,-0.56,26.0
2,224,0.0,-0.64,26.0
2,225,0.0,-0.68,26.0
2,226,0.0,-0.68,26.0
2,227,0.0,-0.64,26.0
2,228,0.0,-0.6,26.0
2,229,0.0,-0.64,26.0
2,230,0.0,-0.56,26.0
2,231,0.0,-0.68,26.0
2,232,0.0,-0.6,26.0
2,233,0.0,-0.64,26.0
2,234,0.0,-0.68,26.0
2,235,0.0,-0.68,26.0
2,236,0.0,-0.68,26.0
2,237,0.0,-0.68,26.0
2,238,0.0,-0.6,26.0
2,239,0.0,-0.64,26.0
2,240,0.0,-0.68,26.0
2,241,0.0,-0.72,26.0
2,242,0.0,-0.64,26.0
2,243,0.0,-0.6,26.0
2,244,0.0,-0.76,26.0
2,245,0.0,-0.6,26.0
2,246,0.0,-0.64,26.0
2,247,0.0,-0.64,26.0
2,248,0.0,-0.64,26.0
2,249,0.0,-0.6,26.0
2,250,0.0,-0.64,26.0
2,251,0.0,-0.6,26.0
2,252,0.0,-0.6,26.0
2,253,0.0,-0.52,26.0
2,254,0.0,-0.56,26.0
2,255,0.0,-0.64,26.0
2,256,0.0,-0.64,26.0
2,257,0.0,-0.64,26.0
2,258,0.0,-0.68,26.0
2,259,0.0,-0.72,26.0
2,260,0.0,-0.64,26.0
2,261,0.0,-0.64,26.0
2,262,0.0,-0.6,26.0
2,263,0.0,-0.6,26.0
2,264,0.0,-0.56,26.0
2,265,0.0,-0.68,26.0
2,266,0.0,-0.68,26.0
2,267,0.0,-0.6,26.0
2,268,0.0,-0.6,26.0
2,269,0.0,-0.6,26.0
2,270,0.0,-0.6,26.0
2,271,0.0,-0.64,26.0
2,272,0.0,-0.52,26.0
2,273,0.0,-0.76,26.0
2,274,0.0,-0.68,26.0
2,275,0.0,-0.56,26.0
2,276,0.0,-0.6,26.0
2,277,0.0,-0.6,26.0
2,278,0.0,-0.6,26.0
2,279,0.0,-0.56,26.0
2,280,0.0,-0.64,26.0
2,281,0.0,-0.56,26.0
2,282,0.0,-0.56,26.0
2,283,0.0,-0.64,26.0
2,284,0.0,-0.68,26.0
2,285,0.0,-0.6,26.0
2,286,0.0,-0.64,26.0
2,287,0.0,-0.6,26.0
2,288,0.0,-0.68,26.0
2,289,0.0,-0.6,26.0
2,290,0.0,-0.64,26.0
2,291,0.0,-0.6,26.0
2,292,0.0,-0.64,26.0
2,293,0.0,-0.6,26.0
2,294,0.0,-0.64,26.0
2,295,0.0,-0.64,26.0
2,296,0.0,-0.56,26.0
2,297,0.0,-0.68,26.0
2,298,0.0,-0.64,26.0
2,299,0.0,-0.68,26.0
2,2100,0.0,-0.6,26.0
2,2101,0.0,-0.64,26.0
2,2102,0.0,-0.68,26.0
2,2103,0.0,-0.68,26.0
2,2104,0.0,-0.56,26.0
2,2105,0.0,-0.64,26.0
2,2106,0.0,-0.64,26.0
2,2107,0.0,-0.6,26.0
2,2108,0.0,-0.64,26.0
2,2109,0.0,-0.6,26.0
2,2110,0.0,-0.64,26.0
2,2111,0.0,-0.6,26.0
2,2112,0.0,-0.64,26.0
2,2113,0.0,-0.56,26.0
2,2114,0.0,-0.64,26.0
2,2115,0.0,-0.68,26.0
2,2116,0.0,-0.68,26.0
2,2117,0.0,-0.64,26.0
2,2118,0.0,-0.68,26.0
2,2119,0.0,-0.6,26.0
2,2120,0.0,-0.64,26.0
2,2121,0.0,-0.72,26.0
2,2122,0.0,-0.64,26.0
2,2123,0.0,-0.6,26.0
2,2124,0.0,-0.72,26.0
2,2125,0.0,-0.64,26.0
2,2126,0.0,-0.6,26.0
2,2127,0.0,-0.64,26.0
2,2128,0.0,-0.64,26.0
2,2129,0.0,-0.64,26.0
2,2130,0.0,-0.6,26.0
2,2131,0.0,-0.64,26.0
2,2132,0.0,-0.6,26.0
2,2133,0.0,-0.6,26.0
2,2134,0.0,-0.68,26.0
2,2135,0.0,-0.64,26.0
2,2136,0.0,-0.64,26.0
2,2137,0.0,-0.64,26.0
2,2138,0.0,-0.64,26.0
2,2139,0.0,-0.6,26.0
2,2140,0.0,-0.6,26.0
2,2141,0.0,-0.68,26.0
2,2142,0.0,-0.64,26.0
2,2143,0.0,-0.6,26.0
2,2144,0.0,-0.64,26.0
2,2145,0.0,-0.68,26.0
2,2146,0.0,-0.64,26.0
2,2147,0.0,-0.64,26.0
2,2148,0.0,-0.68,26.0
2,2149,0.0,-0.6,26.0
2,2150,0.0,-0.68,26.0
2,2151,0.0,-0.64,26.0
2,2152,0.0,-0.68,26.0
2,2153,0.0,-0.6,26.0
2,2154,0.0,-0.64,26.0
2,2155,0.0,-0.6,26.0
2,2156,0.0,-0.64,26.0
2,2157,0.0,-0.6,26.0
2,2158,0.0,-0.68,26.0
2,2159,0.0,-0.64,26.0
2,2160,0.0,-0.72,26.0
2,2161,0.0,-0.68,26.0
2,2162,0.0,-0.6,26.0
2,2163,0.0,-0.64,26.0
2,2164,0.0,-0.56,26.0
2,2165,0.0,-0.64,26.0
2,2166,0.0,-0.6,26.0
2,2167,0.0,-0.68,26.0
2,2168,0.0,-0.64,26.0
2,2169,0.0,-0.64,26.0
2,2170,0.0,-0.6,26.0
2,2171,0.0,-0.72,26.0
2,2172,0.0,-0.64,26.0
2,2173,0.0,-0.6,26.0
2,2174,0.0,-0.64,26.0
2,2175,0.0,-0.68,26.0
2,2176,0.0,-0.64,26.0
2,2177,0.0,-0.6,26.0
2,2178,0.0,-0.64,26.0
2,2179,0.0,-0.56,26.0
2,2180,0.0,-0.64,26.0
2,2181,0.0,-0.64,26.0
2,2182,0.0,-0.56,26.0
2,2183,0.0,-0.64,26.0
2,2184,0.0,-0.56,26.0
2,2185,0.0,-0.56,26.0
2,2186,0.0,-0.56,26.0
2,2187,0.0,-0.68,26.0
2,2188,0.0,-0.64,26.0
2,2189,0.0,-0.68,26.0
2,2190,0.0,-0.68,26.0
2,2191,0.0,-0.64,26.0
2,2192,0.0,-0.6,26.0
2,2193,0.0,-0.64,26.0
2,2194,0.0,-0.6,26.0
2,2195,0.0,-0.72,26.0
2,2196,0.0,-0.56,26.0
2,2197,0.0,-0.64,26.0
2,2198,0.0,-0.6,26.0
2,2199,0.0,-0.64,26.0
2,2200,0.0,-0.56,26.0
2,2201,0.0,-0.68,26.0
2,2202,0.0,-0.56,26.0
2,2203,0.0,-0.6,26.0
2,2204,0.0,-0.64,26.0
2,2205,0.0,-0.72,26.0
2,2206,0.0,-0.6,26.0
2,2207,0.0,-0.68,26.0
2,2208,0.0,-0.76,26.0
2,2209,0.0,-0.64,26.0
2,2210,0.0,-0.56,26.0
2,2211,0.0,-0.76,26.0
2,2212,0.0,-0.6,26.0
2,2213,0.0,-0.68,26.0
2,2214,0.0,-0.64,26.0
2,2215,0.0,-0.56,26.0
2,2216,0.0,-0.64,26.0
2,2217,0.0,-0.6,26.0
2,2218,0.0,-0.64,26.0
2,2219,0.0,-0.6,26.0
2,2220,0.0,-0.68,26.0
2,2221,0.0,-0.6,26.0
2,2222,0.0,-0.6,26.0
2,2223,0.0,-0.6,26.0
2,2224,0.0,-0.64,26.0
2,2225,0.0,-0.56,26.0
2,2226,0.0,-0.64,26.0
2,2227,0.0,-0.6,26.0
2,2228,0.0,-0.6,26.0
2,2229,0.0,-0.64,26.0
2,2230,0.0,-0.68,26.0
2,2231,0.0,-0.68,26.0
2,2232,0.0,-0.68,26.0
2,2233,0.0,-0.6,26.0
2,2234,0.0,-0.68,26.0
2,2235,0.0,-0.6,26.0
2,2236,0.0,-0.68,26.0
2,2237,0.0,-0.64,26.0
2,2238,0.0,-0.6,26.0
2,2239,0.0,-0.64,26.0
2,2240,0.0,-0.64,26.0
2,2241,0.0,-0.56,26.0
2,2242,0.0,-0.64,26.0
2,2243,0.0,-0.6,26.0
2,2244,0.0,-0.68,26.0
2,2245,0.0,-0.6,26.0
2,2246,0.0,-0.6,26.0
2,2247,0.0,-0.64,26.0
2,2248,0.0,-0.56,26.0
2,2249,0.0,-0.52,26.0
2,2250,0.0,-0.64,26.0
2,2251,0.0,-0.6,26.0
2,2252,0.0,-0.64,26.0
2,2253,0.0,-0.64,26.0
2,2254,0.0,-0.72,26.0
2,2255,0.0,-0.6,26.0
2,2256,0.0,-0.6,26.0
2,2257,0.0,-0.6,26.0
2,2258,0.0,-0.68,26.0
2,2259,0.0,-0.56,26.0
2,2260,0.0,-0.68,26.0
2,2261,0.0,-0.6,26.0
2,2262,0.0,-0.68,26.0
2,2263,0.0,-0.6,26.0
2,2264,0.0,-0.68,26.0
2,2265,0.0,-0.6,26.0
2,2266,0.0,-0.6,26.0
2,2267,0.0,-0.64,26.0
2,2268,0.0,-0.68,26.0
2,2269,0.0,-0.6,26.0
2,2270,0.0,-0.6,26.0
2,2271,0.0,-0.64,26.0
2,2272,0.0,-0.64,26.0
2,2273,0.0,-0.56,26.0
2,2274,0.0,-0.6,26.0
2,2275,0.0,-0.68,26.0
2,2276,0.0,-0.56,26.0
2,2277,0.0,-0.64,26.0
2,2278,0.0,-0.6,26.0
2,2279,0.0,-0.64,26.0
2,2280,0.0,-0.56,26.0
2,2281,0.0,-0.64,26.0
2,2282,0.0,-0.56,26.0
2,2283,0.0,-0.6,26.0
2,2284,0.0,-0.64,26.0
2,2285,0.0,-0.56,26.0
2,2286,0.0,-0.68,26.0
2,2287,0.0,-0.68,26.0
2,2288,0.0,-0.6,26.0
2,2289,0.0,-0.6,26.0
2,2290,0.0,-0.56,26.0
2,2291,0.0,-0.64,26.0
2,2292,0.0,-0.64,26.0
2,2293,0.0,-0.6,26.0
2,2294,0.0,-0.68,26.0
2,2295,0.0,-0.64,26.0
2,2296,0.0,-0.68,26.0
2,2297,0.0,-0.64,26.0
2,2298,0.0,-0.64,26.0
2,2299,0.0,-0.6,26.0
2,2300,0.0,-0.64,26.0
2,2301,0.0,-0.64,26.0
2,2302,0.0,-0.6,26.0
2,2303,0.0,-0.64,26.0
2,2304,0.0,-0.6,26.0
2,2305,0.0,-0.6,26.0
2,2306,0.0,-0.6,26.0
2,2307,0.0,-0.64,26.0
2,2308,0.0,-0.6,26.0
2,2309,0.0,-0.6,26.0
2,2310,0.0,-0.68,26.0
2,2311,0.0,-0.56,26.0
2,2312,0.0,-0.68,26.0
2,2313,0.0,-0.68,26.0
2,2314,0.0,-0.6,26.0
2,2315,0.0,-0.6,26.0
2,2316,0.0,-0.6,26.0
2,2317,0.0,-0.6,26.0
2,2318,0.0,-0.6,26.0
2,2319,0.0,-0.6,26.0
2,2320,0.0,-0.6,26.0
2,2321,0.0,-0.6,26.0
2,2322,0.0,-0.64,26.0
2,2323,0.0,-0.68,26.0
2,2324,0.0,-0.6,26.0
2,2325,0.0,-0.64,26.0
2,2326,0.0,-0.64,26.0
2,2327,0.0,-0.56,26.0
2,2328,0.0,-0.56,26.0
2,2329,0.0,-0.6,26.0
2,2330,0.0,-0.68,26.0
2,2331,0.0,-0.64,26.0
2,2332,0.0,-0.68,26.0
2,2333,0.0,-0.64,26.0
2,2334,0.0,-0.68,26.0
2,2335,0.0,-0.6,26.0
2,2336,0.0,-0.56,26.0
2,2337,0.0,-0.64,26.0
2,2338,0.0,-0.56,26.0
2,2339,0.0,-0.68,26.0
2,2340,0.0,-0.6,26.0
2,2341,0.0,-0.56,26.0
2,2342,0.0,-0.6,26.0
2,2343,0.0,-0.64,26.0
2,2344,0.0,-0.6,26.0
2,2345,0.0,-0.64,26.0
2,2346,0.0,-0.56,26.0
2,2347,0.0,-0.64,26.0
2,2348,0.0,-0.64,26.0
2,2349,0.0,-0.72,26.0
2,2350,0.0,-0.64,26.0
2,2351,0.0,-0.6,26.0
2,2352,0.0,-0.64,26.0
2,2353,0.0,-0.68,26.0
2,2354,0.0,-0.6,26.0
2,2355,0.0,-0.68,26.0
2,2356,0.0,-0.68,26.0
2,2357,0.0,-0.68,26.0
2,2358,0.0,-0.52,26.0
2,2359,0.0,-0.72,26.0
2,2360,0.0,-0.6,26.0
2,2361,0.0,-0.6,26.0
2,2362,0.0,-0.64,26.0
2,2363,0.0,-0.56,26.0
2,2364,0.0,-0.6,26.0
2,2365,0.0,-0.6,26.0
2,2366,0.0,-0.72,26.0
2,2367,0.0,-0.64,26.0
2,2368,0.0,-0.64,26.0
2,2369,0.0,-0.64,26.0
2,2370,0.0,-0.68,26.0
2,2371,0.0,-0.6,26.0
2,2372,0.0,-0.68,26.0
2,2373,0.0,-0.6,26.0
2,2374,0.0,-0.64,26.0
2,2375,0.0,-0.72,26.0
2,2376,0.0,-0.64,26.0
2,2377,0.0,-0.6,26.0
2,2378,0.0,-0.64,26.0
2,2379,0.0,-0.6,26.0
2,2380,0.0,-0.72,26.0
2,2381,0.0,-0.64,26.0
2,2382,0.0,-0.68,26.0
2,2383,0.0,-0.56,26.0
2,2384,0.0,-0.68,26.0
2,2385,0.0,-0.72,26.0
2,2386,0.0,-0.64,26.0
2,2387,0.0,-0.64,26.0
2,2388,0.0,-0.64,26.0
2,2389,0.0,-0.6,26.0
2,2390,0.0,-0.6,26.0
2,2391,0.0,-0.6,26.0
2,2392,0.0,-0.64,26.0
2,2393,0.0,-0.68,26.0
2,2394,0.0,-0.56,26.0
2,2395,0.0,-0.64,26.0
2,2396,0.0,-0.64,26.0
2,2397,0.0,-0.64,26.0
2,2398,0.0,-0.64,26.0
2,2399,0.0,-0.64,26.0
2,2400,0.0,-0.56,26.0
2,2401,0.0,-0.68,26.0
2,2402,0.0,-0.6,26.0
2,2403,0.0,-0.52,26.0
2,2404,0.0,-0.64,26.0
2,2405,0.0,-0.6,26.0
2,2406,0.0,-0.56,26.0
2,2407,0.0,-0.6,26.0
2,2408,0.0,-0.64,26.0
2,2409,0.0,-0.72,26.0
2,2410,0.0,-0.64,26.0
2,2411,0.0,-0.64,26.0
2,2412,0.0,-0.56,26.0
2,2413,0.0,-0.6,26.0
2,2414,0.0,-0.68,26.0
2,2415,0.0,-0.64,26.0
2,2416,0.0,-0.64,26.0
2,2417,0.0,-0.68,26.0
2,2418,0.0,-0.6,26.0
2,2419,0.0,-0.56,26.0
2,2420,0.0,-0.64,26.0
2,2421,0.0,-0.6,26.0
2,2422,0.0,-0.64,26.0
2,2423,0.0,-0.64,26.0
2,2424,0.0,-0.64,26.0
2,2425,0.0,-0.68,26.0
2,2426,0.0,-0.68,26.0
2,2427,0.0,-0.6,26.0
2,2428,0.0,-0.6,26.0
2,2429,0.0,-0.56,26.0
2,2430,0.0,-0.52,26.0
2,2431,0.0,-0.64,26.0
2,2432,0.0,-0.64,26.0
2,2433,0.0,-0.64,26.0
2,2434,0.0,-0.6,26.0
2,2435,0.0,-0.6,26.0
2,2436,0.0,-0.56,26.0
2,2437,0.0,-0.64,26.0
2,2438,0.0,-0.64,26.0
2,2439,0.0,-0.64,26.0
2,2440,0.0,-0.64,26.0
2,2441,0.0,-0.6,26.0
2,2442,0.0,-0.6,26.0
2,2443,0.0,-0.6,26.0
2,2444,0.0,-0.68,26.0
2,2445,0.0,-0.6,26.0
2,2446,0.0,-0.68,26.0
2,2447,0.0,-0.64,26.0
2,2448,0.0,-0.68,26.0
2,2449,0.0,-0.64,26.0
2,2450,0.0,-0.56,26.0
2,2451,0.0,-0.6,26.0
2,2452,0.0,-0.6,26.0
2,2453,0.0,-0.64,26.0
2,2454,0.0,-0.64,26.0
2,2455,0.0,-0.6,26.0
2,2456,0.0,-0.68,26.0
2,2457,0.0,-0.56,26.0
2,2458,0.0,-0.6,26.0
2,2459,0.0,-0.64,26.0
2,2460,0.0,-0.68,26.0
2,2461,0.0,-0.6,26.0
2,2462,0.0,-0.6,26.0
2,2463,0.0,-0.6,26.0
2,2464,0.0,-0.6,26.0
2,2465,0.0,-0.64,26.0
2,2466,0.0,-0.68,26.0
2,2467,0.0,-0.6,26.0
2,2468,0.0,-0.64,26.0
2,2469,0.0,-0.6,26.0
2,2470,0.0,-0.68,26.0
2,2471,0.0,-0.6,26.0
2,2472,0.0,-0.72,26.0
2,2473,0.0,-0.64,26.0
2,2474,0.0,-0.56,26.0
2,2475,0.0,-0.64,26.0
2,2476,0.0,-0.6,26.0
2,2477,0.0,-0.56,26.0
2,2478,0.0,-0.64,26.0
2,2479,0.0,-0.68,26.0
2,2480,0.0,-0.72,26.0
2,2481,0.0,-0.6,26.0
2,2482,0.0,-0.64,26.0
2,2483,0.0,-0.6,26.0
2,2484,0.0,-0.6,26.0
2,2485,0.0,-0.68,26.0
2,2486,0.0,-0.64,26.0
2,2487,0.0,-0.48,26.0
2,2488,0.0,-0.68,26.0
2,2489,0.0,-0.68,26.0
2,2490,0.0,-0.6,26.0
2,2491,0.0,-0.72,26.0
2,2492,0.0,-0.56,26.0
2,2493,0.0,-0.64,26.0
2,2494,0.0,-0.64,26.0
2,2495,0.0,-0.64,26.0
2,2496,0.0,-0.6,26.0
2,2497,0.0,-0.64,26.0
2,2498,0.0,-0.68,26.0
2,2499,0.0,-0.64,26.0
2,2500,0.0,-0.64,26.0
2,2501,0.0,-0.64,26.0
2,2502,0.0,-0.6,26.0
2,2503,0.0,-0.68,26.0
2,2504,0.0,-0.56,26.0
2,2505,0.0,-0.64,26.0
2,2506,0.0,-0.72,26.0
2,2507,0.0,-0.64,26.0
2,2508,0.0,-0.64,26.0
2,2509,0.0,-0.64,26.0
2,2510,0.0,-0.64,26.0
2,2511,0.0,-0.6,26.0
2,2512,0.0,-0.6,26.0
2,2513,0.0,-0.6,26.0
2,2514,0.0,-0.68,26.0
2,2515,0.0,-0.64,26.0
2,2516,0.0,-0.6,26.0
2,2517,0.0,-0.64,26.0
2,2518,0.0,-0.6,26.0
2,2519,0.0,-0.6,26.0
2,2520,0.0,-0.56,26.0
2,2521,0.0,-0.64,26.0
2,2522,0.0,-0.64,26.0
2,2523,0.0,-0.56,26.0
2,2524,0.0,-0.6,26.0
2,2525,0.0,-0.68,26.0
2,2526,0.0,-0.64,26.0
2,2527,0.0,-0.64,26.0
2,2528,0.0,-0.68,26.0
2,2529,0.0,-0.6,26.0
2,2530,0.0,-0.64,26.0
2,2531,0.0,-0.64,26.0
2,2532,0.0,-0.6,26.0
2,2533,0.0,-0.52,26.0
2,2534,0.0,-0.56,26.0
2,2535,0.0,-0.6,26.0
2,2536,0.0,-0.6,26.0
2,2537,0.0,-0.68,26.0
2,2538,0.0,-0.6,26.0
2,2539,0.0,-0.56,26.0
2,2540,0.0,-0.68,26.0
2,2541,0.0,-0.64,26.0
2,2542,0.0,-0.72,26.0
2,2543,0.0,-0.52,26.0
2,2544,0.0,-0.52,26.0
2,2545,0.0,-0.68,26.0
2,2546,0.0,-0.6,26.0
2,2547,0.0,-0.6,26.0
2,2548,0.0,-0.64,26.0
2,2549,0.0,-0.68,26.0
2,2550,0.0,-0.6,26.0
2,2551,0.0,-0.6,26.0
2,2552,0.0,-0.68,26.0
2,2553,0.0,-0.64,26.0
2,2554,0.0,-0.56,26.0
2,2555,0.0,-0.72,26.0
2,2556,0.0,-0.68,26.0
2,2557,0.0,-0.6,26.0
2,2558,0.0,-0.68,26.0
2,2559,0.0,-0.6,26.0
2,2560,0.0,-0.64,26.0
2,2561,0.0,-0.64,26.0
2,2562,0.0,-0.6,26.0
2,2563,0.0,-0.6,26.0
2,2564,0.0,-0.72,26.0
2,2565,0.0,-0.6,26.0
2,2566,0.0,-0.64,26.0
2,2567,0.0,-0.6,26.0
2,2568,0.0,-0.68,26.0
2,2569,0.0,-0.64,26.0
2,2570,0.0,-0.68,26.0
2,2571,0.0,-0.64,26.0
2,2572,0.0,-0.6,26.0
2,2573,0.0,-0.6,26.0
2,2574,0.0,-0.68,26.0
2,2575,0.0,-0.56,26.0
2,2576,0.0,-0.68,26.0
2,2577,0.0,-0.6,26.0
2,2578,0.0,-0.6,26.0
2,2579,0.0,-0.68,26.0
2,2580,0.0,-0.6,26.0
2,2581,0.0,-0.72,26.0
2,2582,0.0,-0.56,26.0
2,2583,0.0,-0.68,26.0
2,2584,0.0,-0.64,26.0
2,2585,0.0,-0.68,26.0
2,2586,0.0,-0.64,26.0
2,2587,0.0,-0.64,26.0
2,2588,0.0,-0.64,26.0
2,2589,0.0,-0.6,26.0
2,2590,0.0,-0.48,26.0
2,2591,0.0,-0.68,26.0
2,2592,0.0,-0.6,26.0
2,2593,0.0,-0.68,26.0
2,2594,0.0,-0.64,26.0
2,2595,0.0,-0.6,26.0
2,2596,0.0,-0.64,26.0
2,2597,0.0,-0.68,26.0
2,2598,0.0,-0.72,26.0
2,2599,0.0,-0.68,26.0
2,2600,0.0,-0.64,26.0
2,2601,0.0,-0.64,26.0
2,2602,0.0,-0.6,26.0
2,2603,0.0,-0.6,26.0
2,2604,0.0,-0.56,26.0
2,2605,0.0,-0.76,26.0
2,2606,0.0,-0.56,26.0
2,2607,0.0,-0.64,26.0
2,2608,0.0,-0.68,26.0
2,2609,0.0,-0.64,26.0
2,2610,0.0,-0.72,26.0
2,2611,0.0,-0.64,26.0
2,2612,0.0,-0.6,26.0
2,2613,0.0,-0.64,26.0
2,2614,0.0,-0.64,26.0
2,2615,0.0,-0.6,26.0
2,2616,0.0,-0.6,26.0
2,2617,0.0,-0.6,26.0
2,2618,0.0,-0.56,26.0
2,2619,0.0,-0.64,26.0
2,2620,0.0,-0.6,26.0
2,2621,0.0,-0.68,26.0
2,2622,0.0,-0.6,26.0
2,2623,0.0,-0.6,26.0
2,2624,0.0,-0.56,26.0
2,2625,0.0,-0.56,26.0
2,2626,0.0,-0.72,26.0
2,2627,0.0,-0.68,26.0
2,2628,0.0,-0.68,26.0
2,2629,0.0,-0.64,26.0
2,2630,0.0,-0.68,26.0
2,2631,0.0,-0.64,26.0
2,2632,0.0,-0.64,26.0
2,2633,0.0,-0.56,26.0
2,2634,0.0,-0.6,26.0
2,2635,0.0,-0.64,26.0
2,2636,0.0,-0.68,26.0
2,2637,0.0,-0.6,26.0
2,2638,0.0,-0.64,26.0
2,2639,0.0,-0.56,26.0
2,2640,0.0,-0.6,26.0
2,2641,0.0,-0.64,26.0
2,2642,0.0,-0.6,26.0
2,2643,0.0,-0.72,26.0
2,2644,0.0,-0.56,26.0
2,2645,0.0,-0.6,26.0
2,2646,0.0,-0.64,26.0
2,2647,0.0,-0.68,26.0
2,2648,0.0,-0.6,26.0
2,2649,0.0,-0.56,26.0
2,2650,0.0,-0.72,26.0
2,2651,0.0,-0.68,26.0
2,2652,0.0,-0.64,26.0
2,2653,0.0,-0.68,26.0
2,2654,0.0,-0.52,26.0
2,2655,0.0,-0.64,26.0
2,2656,0.0,-0.6,26.0
2,2657,0.0,-0.68,26.0
2,2658,0.0,-0.6,26.0
2,2659,0.0,-0.68,26.0
2,2660,0.0,-0.6,26.0
2,2661,0.0,-0.64,26.0
2,2662,0.0,-0.64,26.0
2,2663,0.0,-0.64,26.0
2,2664,0.0,-0.52,26.0
2,2665,0.0,-0.6,26.0
2,2666,0.0,-0.68,26.0
2,2667,0.0,-0.6,26.0
2,2668,0.0,-0.64,26.0
2,2669,0.0,-0.64,26.0
2,2670,0.0,-0.6,26.0
2,2671,0.0,-0.64,26.0
2,2672,0.0,-0.56,26.0
2,2673,0.0,-0.6,26.0
2,2674,0.0,-0.64,26.0
2,2675,0.0,-0.64,26.0
2,2676,0.0,-0.64,26.0
2,2677,0.0,-0.68,26.0
2,2678,0.0,-0.56,26.0
2,2679,0.0,-0.72,26.0
2,2680,0.0,-0.64,26.0
2,2681,0.0,-0.56,26.0
2,2682,0.0,-0.52,26.0
2,2683,0.0,-0.6,26.0
2,2684,0.0,-0.64,26.0
2,2685,0.0,-0.68,26.0
2,2686,0.0,-0.64,26.0
2,2687,0.0,-0.56,26.0
2,2688,0.0,-0.56,26.0
2,2689,0.0,-0.56,26.0
2,2690,0.0,-0.64,26.0
2,2691,0.0,-0.6,26.0
2,2692,0.0,-0.56,26.0
2,2693,0.0,-0.68,26.0
2,2694,0.0,-0.64,26.0
2,2695,0.0,-0.6,26.0
2,2696,0.0,-0.56,26.0
2,2697,0.0,-0.64,26.0
2,2698,0.0,-0.68,26.0
2,2699,0.0,-0.68,26.0
2,2700,0.0,-0.6,26.0
2,2701,0.0,-0.64,26.0
2,2702,0.0,-0.64,26.0
2,2703,0.0,-0.68,26.0
2,2704,0.0,-0.72,26.0
2,2705,0.0,-0.56,26.0
2,2706,0.0,-0.6,26.0
2,2707,0.0,-0.6,26.0
2,2708,0.0,-0.64,26.0
2,2709,0.0,-0.6,26.0
2,2710,0.0,-0.6,26.0
2,2711,0.0,-0.64,26.0
2,2712,0.0,-0.64,26.0
2,2713,0.0,-0.72,26.0
2,2714,0.0,-0.64,26.0
2,2715,0.0,-0.6,26.0
2,2716,0.0,-0.6,26.0
2,2717,0.0,-0.64,26.0
2,2718,0.0,-0.6,26.0
2,2719,0.0,-0.6,26.0
2,2720,0.0,-0.6,26.0
2,2721,0.0,-0.56,26.0
2,2722,0.0,-0.64,26.0
2,2723,0.0,-0.6,26.0
2,2724,0.0,-0.64,26.0
2,2725,0.0,-0.64,26.0
2,2726,0.0,-0.6,26.0
2,2727,0.0,-0.6,26.0
2,2728,0.0,-0.6,26.0
2,2729,0.0,-0.64,26.0
2,2730,0.0,-0.6,26.0
2,2731,0.0,-0.56,26.0
2,2732,0.0,-0.64,26.0
2,2733,0.0,-0.68,26.0
2,2734,0.0,-0.76,26.0
2,2735,0.0,-0.64,26.0
2,2736,0.0,-0.64,26.0
2,2737,0.0,-0.6,26.0
2,2738,0.0,-0.56,26.0
2,2739,0.0,-0.6,26.0
2,2740,0.0,-0.68,26.0
2,2741,0.0,-0.64,26.0
2,2742,0.0,-0.72,26.0
2,2743,0.0,-0.64,26.0
2,2744,0.0,-0.6,26.0
2,2745,0.0,-0.64,26.0
2,2746,0.0,-0.64,26.0
2,2747,0.0,-0.6,26.0
2,2748,0.0,-0.6,26.0
2,2749,0.0,-0.6,26.0
2,2750,0.0,-0.6,26.0
2,2751,0.0,-0.56,26.0
2,2752,0.0,-0.6,26.0
2,2753,0.0,-0.6,26.0
2,2754,0.0,-0.6,26.0
2,2755,0.0,-0.64,26.0
2,2756,0.0,-0.6,26.0
2,2757,0.0,-0.68,26.0
2,2758,0.0,-0.6,26.0
2,2759,0.0,-0.68,26.0
2,2760,0.0,-0.6,26.0
2,2761,0.0,-0.64,26.0
2,2762,0.0,-0.64,26.0
2,2763,0.0,-0.6,26.0
2,2764,0.0,-0.72,26.0
2,2765,0.0,-0.64,26.0
2,2766,0.0,-0.68,26.0
2,2767,0.0,-0.52,26.0
2,2768,0.0,-0.6,26.0
2,2769,0.0,-0.68,26.0
2,2770,0.0,-0.68,26.0
2,2771,0.0,-0.6,26.0
2,2772,0.0,-0.64,26.0
2,2773,0.0,-0.64,26.0
2,2774,0.0,-0.64,26.0
